Step,Sensor1,Sensor3,Sensor4,Sensor5,Sensor7,Sensor9,Sensor10,Sensor12
1019,306,342,438,740,607,716,488,573
1020,313,357,446,767,625,727,496,581
1021,305,346,434,739,607,715,487,573
1022,303,355,437,753,612,719,490,569
1023,306,340,438,740,604,714,488,576
1024,312,355,450,768,632,725,506,582
1025,304,344,437,737,606,717,490,576
1026,317,359,447,771,614,724,497,576
1027,307,342,435,736,605,715,486,572
1028,312,348,439,748,620,715,504,575
1029,303,341,436,737,609,717,490,572
1030,312,361,443,772,615,723,497,577
1031,304,345,435,735,604,716,483,575
1032,312,354,443,757,610,728,496,578
1033,306,344,437,740,608,718,488,577
1034,313,350,446,760,609,720,493,574
1035,305,342,434,742,604,716,487,571
1036,305,350,440,751,613,724,493,569
1037,304,340,438,738,608,720,490,566
1038,307,360,440,763,616,728,498,572
1039,304,347,434,739,607,716,487,574
1040,308,347,437,753,606,717,488,577
1041,308,342,440,736,605,716,485,570
1042,311,350,448,751,618,720,497,574
1043,306,346,435,736,605,717,492,574
1044,310,359,442,768,618,732,503,585
1045,304,344,436,740,601,715,484,575
1046,314,347,450,763,629,729,501,576
1047,306,338,434,741,606,717,490,576
1048,311,348,451,757,612,724,497,579
1049,302,345,435,740,605,716,491,572
1050,312,357,450,773,610,725,494,578
1051,306,342,435,735,608,717,489,567
1052,307,352,447,769,626,728,498,576
1053,308,343,435,742,603,717,492,574
1054,308,355,444,765,612,723,493,574
1055,301,341,435,732,607,713,487,575
1056,312,359,447,769,623,730,504,580
1057,303,340,438,739,604,719,489,575
1058,313,351,445,760,620,724,499,576
1059,308,343,435,737,604,716,487,571
1060,310,350,446,758,622,723,498,576
1061,304,345,435,736,605,718,492,574
1062,310,345,441,749,606,719,490,572
1063,307,348,434,739,605,719,490,573
1064,304,344,435,747,607,716,491,577
1065,302,343,433,739,610,712,487,575
1066,304,348,441,756,622,722,496,575
1067,304,341,438,737,604,713,489,572
1068,304,352,443,757,620,728,497,578
1069,302,344,433,737,601,716,490,572
1070,313,357,447,762,613,722,495,575
1071,300,341,435,740,608,713,486,571
1072,310,349,446,754,619,723,497,576
1073,303,343,435,736,605,713,487,571
1074,299,347,436,745,606,716,497,574
1075,304,342,432,737,603,714,488,569
1076,310,354,449,771,632,730,509,582
1077,306,341,437,738,603,716,488,574
1078,314,357,457,780,628,728,503,583
1079,305,343,434,739,604,717,488,574
1080,307,358,444,770,621,729,501,577
1081,305,342,438,740,602,717,488,574
1082,314,363,447,779,624,729,503,580
1083,304,343,437,739,609,716,488,572
1084,302,351,433,749,607,720,493,578
1085,303,344,438,738,609,715,492,578
1086,315,350,442,760,615,724,500,578
1087,301,344,436,740,614,719,493,578
1088,311,354,446,763,627,731,506,588
1089,305,344,438,743,611,721,496,576
1090,306,351,443,759,617,723,502,578
1091,306,345,435,740,611,721,494,576
1092,311,352,443,760,615,723,501,580
1093,305,340,440,737,608,720,492,575
1094,310,351,446,761,631,726,514,585
1095,304,344,437,741,610,721,493,579
1096,314,349,451,762,621,725,500,581
1097,306,342,436,738,610,715,495,575
1098,308,362,445,773,627,735,504,587
1099,305,344,438,743,611,717,494,575
1100,310,355,442,761,626,726,509,586
1101,307,347,435,741,612,721,494,579
1102,314,360,447,766,625,730,506,586
1103,306,340,438,739,609,717,493,579
1104,311,361,449,774,622,728,503,581
1105,308,345,433,739,611,717,498,579
1106,307,351,441,754,618,730,499,580
1107,307,340,438,740,612,722,496,577
1108,312,364,451,771,623,725,502,576
1109,304,345,440,740,608,718,497,576
1110,310,359,446,774,612,724,494,576
1111,304,345,438,743,609,719,495,574
1112,311,346,441,748,620,722,498,578
1113,305,345,439,739,612,718,495,573
1114,306,353,442,755,611,727,494,578
1115,303,340,440,738,609,722,490,577
1116,316,350,450,771,614,724,500,576
1117,301,344,437,743,610,716,492,571
1118,311,360,448,771,622,730,500,583
1119,302,341,437,740,608,723,490,576
1120,310,357,444,761,611,726,496,576
1121,304,351,435,740,607,719,496,576
1122,317,359,450,774,622,730,500,586
1123,308,339,441,738,614,718,495,577
1124,313,355,451,775,625,730,504,584
1125,303,346,439,741,608,722,494,576
1126,306,355,449,758,621,727,498,583
1127,305,344,437,738,615,720,495,578
1128,310,356,439,762,609,727,494,579
1129,308,340,437,737,609,717,493,575
1130,315,364,445,768,623,726,505,578
1131,304,347,439,741,610,721,491,575
1132,299,353,435,746,605,719,494,574
1133,303,341,432,734,604,717,494,575
1134,306,354,440,760,616,728,500,583
1135,302,341,432,734,609,719,494,577
1136,301,354,435,752,614,724,495,577
1137,298,343,429,740,606,719,492,572
1138,305,353,438,758,613,726,500,578
1139,298,342,430,731,607,715,492,573
1140,309,357,451,774,619,726,498,580
1141,302,345,431,740,608,717,490,573
1142,304,351,432,746,621,722,500,577
1143,297,339,430,735,601,717,489,578
1144,304,354,433,751,616,717,499,576
1145,301,343,426,739,609,718,498,580
1146,307,354,441,765,625,729,503,579
1147,299,344,433,735,605,718,495,580
1148,303,351,439,753,617,721,504,578
1149,301,339,429,732,605,720,492,575
1150,299,343,436,749,612,718,502,576
1151,301,345,432,736,602,719,489,577
1152,300,346,436,741,622,723,506,576
1153,299,342,435,735,602,721,492,573
1154,309,361,440,756,606,722,492,575
1155,302,341,431,738,603,724,491,574
1156,299,350,436,755,613,727,498,574
1157,301,342,431,735,611,719,493,577
1158,299,348,435,754,616,723,497,576
1159,299,335,431,734,606,719,490,575
1160,304,351,442,761,616,730,495,579
1161,300,342,433,737,604,716,491,577
1162,307,343,439,743,616,724,508,579
1163,301,340,430,733,612,719,492,576
1164,300,353,439,759,612,723,494,577
1165,305,346,429,735,606,716,494,572
1166,304,351,437,759,619,726,503,580
1167,298,341,435,730,606,719,489,576
1168,305,347,435,743,618,721,502,581
1169,301,345,430,735,600,722,488,578
1170,305,346,442,760,619,720,498,574
1171,302,342,431,739,606,719,489,579
1172,306,348,436,755,615,723,502,581
1173,298,341,429,732,609,721,490,576
1174,307,351,444,758,609,724,494,577
1175,297,343,430,735,606,719,492,574
1176,310,350,437,744,614,724,495,577
1177,296,342,432,730,605,722,491,573
1178,311,350,444,757,624,727,506,584
1179,299,349,434,738,606,726,491,577
1180,305,342,438,745,608,725,498,576
1181,298,342,436,739,606,718,493,576
1182,310,361,444,766,626,731,506,587
1183,298,342,433,735,603,716,493,581
1184,310,348,435,751,616,725,507,583
1185,300,342,427,738,607,718,491,578
1186,312,361,445,770,620,738,507,587
1187,304,339,430,738,604,720,493,576
1188,300,349,432,743,608,721,495,573
1189,300,339,435,734,606,719,494,575
1190,304,357,438,758,619,723,501,576
1191,301,347,433,738,606,720,491,576
1192,309,349,435,749,615,721,495,576
1193,300,344,428,732,610,718,492,578
1194,308,355,434,764,621,728,499,583
1195,299,347,434,733,604,716,491,575
1196,308,361,446,769,620,730,498,582
1197,297,344,434,735,605,716,492,575
1198,302,345,437,745,605,725,490,579
1199,299,342,430,735,604,717,493,573
1200,312,359,445,756,613,725,497,581
1201,296,345,434,737,607,719,495,578
1202,306,355,445,771,616,731,499,584
1203,300,340,429,738,603,713,493,578
1204,305,344,438,751,617,724,499,582
1205,300,340,427,735,604,720,491,574
1206,305,348,437,758,615,722,501,576
1207,300,341,427,733,606,716,488,577
1208,304,350,438,753,604,719,487,575
1209,307,343,430,740,606,721,497,574
1210,305,342,437,742,618,727,502,583
1211,299,342,429,736,612,719,489,575
1212,311,356,445,772,613,727,494,582
1213,298,342,431,738,604,721,491,576
1214,315,355,446,769,613,730,500,580
1215,303,343,432,739,606,719,492,578
1216,304,359,437,756,620,732,507,582
1217,299,342,430,735,610,723,492,573
1218,310,355,442,764,616,725,497,579
1219,302,342,429,736,605,722,495,577
1220,303,350,439,753,615,722,501,577
1221,300,341,429,737,605,712,490,572
1222,305,357,436,765,614,726,502,576
1223,304,339,431,738,611,716,494,577
1224,304,349,435,757,613,720,496,576
1225,303,342,431,734,607,721,491,577
1226,305,357,440,764,615,725,503,584
1227,304,342,431,737,609,721,494,575
1228,307,351,444,755,618,727,496,578
1229,300,346,427,735,607,718,489,572
1230,307,356,440,766,630,733,513,585
1231,299,345,430,737,603,718,491,574
1232,306,352,438,754,619,726,498,581
1233,300,346,427,737,608,721,492,577
1234,304,352,438,750,609,723,491,579
1235,298,342,430,732,607,716,488,577
1236,310,355,440,761,615,728,497,581
1237,299,344,428,737,610,721,491,573
1238,309,352,439,757,610,727,496,581
1239,299,344,432,734,606,714,491,577
1240,307,348,438,746,606,717,492,572
1241,300,345,430,736,606,720,492,575
1242,307,353,437,751,610,722,498,579
1243,299,339,429,734,603,718,494,576
1244,307,349,436,749,605,718,483,571
1245,304,341,432,736,608,723,490,577
1246,310,358,440,772,626,734,509,587
1247,301,343,430,737,601,720,495,577
1248,303,357,439,766,618,726,505,578
1249,299,342,432,733,604,720,493,577
1250,310,360,441,754,600,721,491,579
1251,300,342,430,739,605,722,491,577
1252,301,352,434,746,605,723,491,574
1253,302,349,431,740,607,719,496,578
1254,309,361,441,762,621,727,508,587
1255,301,347,434,746,610,722,494,574
1256,306,355,434,756,614,725,496,579
1257,304,352,433,742,610,720,493,578
1258,305,349,437,747,606,720,489,575
1259,306,352,433,746,602,719,487,576
1260,303,357,440,757,616,721,499,573
1261,302,348,430,743,603,723,490,577
1262,310,351,441,756,607,724,496,576
1263,304,357,430,744,607,719,489,577
1264,306,366,448,775,630,732,510,587
1265,307,351,438,743,608,717,490,574
1266,301,357,434,750,621,722,507,576
1267,305,350,432,743,601,720,493,579
1268,310,364,444,778,603,727,486,579
1269,300,355,428,741,603,723,491,576
1270,308,368,440,777,605,727,494,579
1271,304,345,433,744,600,719,494,577
1272,308,358,442,762,624,731,505,575
1273,301,349,431,745,607,721,490,576
1274,310,360,440,769,617,730,501,585
1275,302,355,431,744,606,721,489,580
1276,308,355,438,757,622,729,506,575
1277,304,351,432,740,607,718,492,575
1278,309,359,444,763,622,730,505,582
1279,300,350,436,745,602,726,490,580
1280,310,361,439,760,615,727,497,577
1281,301,351,432,749,603,721,490,571
1282,310,361,443,762,619,727,501,575
1283,300,352,433,742,606,725,491,577
1284,307,363,445,770,616,732,501,579
1285,300,352,435,742,604,721,493,574
1286,309,357,439,757,613,719,501,576
1287,305,351,429,741,608,723,492,577
1288,311,366,445,774,619,734,504,586
1289,298,349,431,746,606,722,493,575
1290,309,353,439,757,606,724,500,579
1291,301,353,428,746,601,718,489,578
1292,308,367,444,769,624,729,507,584
1293,306,349,433,745,608,721,492,576
1294,313,364,445,776,626,734,512,588
1295,302,352,429,741,604,722,492,572
1296,305,367,439,761,614,727,495,579
1297,302,353,431,741,601,721,489,578
1298,308,358,441,766,623,733,500,581
1299,306,353,431,740,602,721,489,576
1300,308,360,440,762,610,726,494,582
1301,301,347,432,741,605,724,489,577
1302,303,354,437,758,614,723,497,578
1303,302,351,434,742,602,719,492,577
1304,310,367,442,777,611,731,501,582
1305,302,347,436,745,605,724,491,575
1306,305,360,433,757,608,724,493,575
1307,300,349,430,744,604,724,493,580
1308,309,354,439,763,615,732,507,582
1309,303,348,435,745,603,724,493,580
1310,309,354,435,765,612,730,496,582
1311,302,350,434,742,608,718,492,575
1312,305,353,436,753,613,728,500,580
1313,304,350,433,743,607,724,496,576
1314,305,360,437,766,613,731,494,582
1315,303,350,432,747,606,722,492,576
1316,300,352,432,754,612,721,499,583
1317,304,350,426,742,605,719,494,577
1318,306,352,439,757,611,723,495,579
1319,301,351,430,738,606,716,493,580
1320,308,366,443,773,617,735,503,588
1321,302,345,434,744,606,724,491,574
1322,309,366,439,768,612,724,498,578
1323,302,350,435,742,604,723,491,579
1324,299,353,427,747,606,722,494,577
1325,301,350,427,737,604,724,490,576
1326,305,356,431,757,612,723,502,579
1327,296,350,428,742,605,720,490,575
1328,305,363,433,761,611,727,495,579
1329,296,351,428,743,602,718,489,573
1330,305,364,438,761,618,728,501,582
1331,299,350,427,741,604,721,492,580
1332,307,366,439,766,625,730,505,585
1333,299,351,424,739,605,718,494,576
1334,306,362,435,756,621,733,505,582
1335,299,350,424,745,602,719,489,573
1336,303,364,436,758,619,724,500,578
1337,297,349,425,741,605,721,491,577
1338,297,359,429,758,617,727,508,581
1339,294,350,428,742,600,722,494,575
1340,308,364,441,767,615,726,497,582
1341,300,348,425,745,603,721,492,571
1342,301,359,436,754,613,721,505,581
1343,297,349,427,735,603,717,491,574
1344,304,355,436,760,609,723,490,572
1345,298,352,426,737,604,719,493,573
1346,303,355,432,745,604,720,501,579
1347,302,346,424,737,602,721,494,578
1348,304,365,437,771,603,725,492,572
1349,294,352,425,739,607,720,489,577
1350,310,359,443,765,615,722,497,581
1351,297,352,428,738,609,722,491,571
1352,302,357,438,753,605,715,493,575
1353,298,350,425,739,604,717,489,573
1354,302,364,433,766,616,727,509,586
1355,299,348,428,740,604,720,493,574
1356,306,358,438,749,604,724,490,577
1357,296,350,426,740,604,720,489,578
1358,302,349,434,746,610,725,496,583
1359,302,350,424,738,602,723,488,577
1360,303,357,432,757,614,723,496,580
1361,299,350,427,744,605,718,491,577
1362,301,359,434,769,616,729,498,584
1363,299,346,425,737,606,716,494,576
1364,309,366,444,776,613,730,498,583
1365,297,348,431,746,606,722,491,576
1366,303,360,436,768,616,729,497,575
1367,298,349,424,739,604,721,492,581
1368,303,365,434,763,613,730,496,582
1369,298,349,429,740,603,720,495,575
1370,310,369,442,776,617,730,504,580
1371,297,355,427,738,605,718,494,578
1372,301,362,432,764,614,727,498,583
1373,296,350,428,741,600,724,491,578
1374,303,356,434,758,602,724,490,574
1375,297,351,428,740,602,719,491,575
1376,304,357,434,768,603,719,494,577
1377,295,352,428,741,599,720,493,579
1378,304,363,439,759,616,727,510,580
1379,298,350,427,738,606,719,494,576
1380,306,363,438,759,616,728,502,585
1381,297,351,428,737,605,719,491,574
1382,302,351,433,751,608,721,497,578
1383,297,349,427,741,601,714,496,574
1384,308,363,443,780,611,727,495,575
1385,299,349,431,744,604,724,493,579
1386,306,358,432,749,614,728,501,583
1387,296,355,429,745,605,724,490,577
1388,308,364,439,765,612,727,502,582
1389,293,357,426,744,603,722,492,576
1390,308,371,442,780,616,733,496,584
1391,294,356,429,743,608,718,497,579
1392,304,364,439,767,619,730,504,580
1393,298,358,425,747,599,721,493,577
1394,303,372,433,760,614,731,506,585
1395,298,356,428,746,601,717,488,578
1396,303,361,430,757,617,730,502,582
1397,299,354,430,741,602,725,492,576
1398,305,363,435,764,613,729,497,582
1399,301,358,429,746,602,723,490,578
1400,302,368,437,764,615,726,505,579
1401,301,355,426,742,605,726,488,579
1402,307,372,437,778,625,727,506,581
1403,299,352,427,744,601,720,491,575
1404,308,363,439,771,619,730,504,581
1405,302,357,434,744,603,722,492,577
1406,304,364,436,757,607,721,496,580
1407,299,355,429,747,606,719,493,579
1408,305,358,436,755,617,727,499,578
1409,300,358,431,746,601,721,494,581
1410,301,366,431,765,613,725,499,581
1411,298,357,423,746,602,727,488,574
1412,312,383,450,789,627,737,510,589
1413,299,354,429,746,600,722,488,574
1414,307,371,438,773,612,728,502,578
1415,298,358,434,745,606,717,490,576
1416,307,375,436,769,609,733,496,581
1417,298,355,428,744,606,720,493,575
1418,302,362,434,764,616,729,496,580
1419,297,356,429,745,606,723,494,577
1420,302,361,435,756,615,726,501,577
1421,298,353,426,744,597,722,491,574
1422,310,378,441,779,619,735,507,583
1423,300,358,429,740,606,718,494,575
1424,303,371,435,770,618,730,501,575
1425,299,356,429,743,600,720,495,578
1426,308,370,442,775,616,735,499,578
1427,297,354,428,745,604,719,491,578
1428,309,361,436,764,611,725,492,583
1429,301,354,427,740,603,721,489,578
1430,298,355,434,754,621,728,505,580
1431,300,355,426,744,603,722,491,576
1432,304,369,439,763,620,731,504,582
1433,299,354,427,747,602,719,493,576
1434,309,373,444,787,619,739,502,582
1435,296,357,425,746,605,722,494,572
1436,303,365,433,762,615,726,500,580
1437,298,354,430,747,604,720,489,578
1438,306,371,440,777,615,732,498,581
1439,298,355,423,743,604,725,489,581
1440,302,363,434,759,619,725,503,582
1441,299,361,427,743,601,720,492,580
1442,307,372,438,775,606,724,496,578
1443,297,356,430,744,600,720,489,578
1444,306,369,443,780,621,732,507,585
1445,296,357,430,745,603,722,494,576
1446,300,361,429,764,607,725,492,579
1447,300,358,424,747,603,717,490,580
1448,302,368,435,769,611,731,505,579
1449,301,357,426,743,604,723,492,579
1450,303,368,433,756,606,725,496,580
1451,299,358,424,747,603,723,491,576
1452,306,363,441,765,612,726,502,577
1453,299,353,431,745,605,717,487,578
1454,303,370,433,761,622,730,510,579
1455,301,356,429,748,605,722,491,578
1456,300,359,434,758,612,729,502,584
1457,298,359,427,746,607,721,489,580
1458,301,365,431,757,618,728,504,576
1459,301,354,429,748,605,722,492,570
1460,306,376,440,772,625,734,503,581
1461,296,349,427,746,604,722,492,576
1462,307,372,440,773,616,728,498,580
1463,301,355,428,743,602,725,495,576
1464,299,358,434,756,622,729,509,583
1465,301,359,430,745,603,720,490,574
1466,303,363,433,763,613,726,500,577
1467,296,357,425,741,602,723,494,578
1468,307,363,432,765,614,729,499,582
1469,297,355,425,747,603,725,493,575
1470,305,367,438,765,618,734,509,583
1471,299,359,427,748,602,719,493,581
1472,307,373,441,775,607,728,493,574
1473,298,356,425,743,602,719,490,576
1474,301,356,434,756,614,727,501,582
1475,296,356,434,745,608,722,491,576
1476,304,361,435,763,604,723,495,576
1477,296,357,429,745,598,722,491,577
1478,304,368,434,762,617,726,497,581
1479,301,354,427,747,603,723,495,574
1480,305,371,434,770,609,728,496,580
1481,302,357,429,745,604,721,491,580
1482,305,366,439,767,618,733,501,583
1483,295,359,429,745,602,723,491,578
1484,303,361,436,767,612,724,493,580
1485,301,355,426,746,606,724,491,575
1486,305,364,432,767,612,728,503,577
1487,300,357,428,740,604,723,492,578
1488,303,358,431,759,608,726,493,579
1489,297,355,428,752,606,721,491,580
1490,310,373,440,767,605,725,492,578
1491,298,355,428,746,601,721,491,575
1492,313,364,441,768,617,728,500,583
1493,300,359,426,744,602,721,492,575
1494,304,365,426,762,601,728,488,583
1495,295,355,429,744,604,723,490,576
1496,302,366,441,771,611,727,496,583
1497,297,355,427,745,607,726,493,579
1498,303,358,433,758,607,725,496,574
1499,298,354,431,742,603,726,496,576
1500,304,370,438,780,616,730,499,578
1501,300,358,426,742,604,722,491,577
1502,307,371,440,772,625,738,506,588
1503,298,357,429,744,607,719,489,577
1504,304,375,439,779,615,732,504,577
1505,298,354,426,745,610,717,495,575
1506,306,358,434,763,624,725,510,579
1507,295,354,431,743,603,718,491,577
1508,309,368,439,780,620,727,507,583
1509,302,358,431,747,602,721,489,577
1510,299,363,432,758,609,724,492,576
1511,298,360,428,743,602,722,494,575
1512,310,370,441,778,620,736,504,587
1513,301,357,425,742,608,716,490,577
1514,301,360,432,758,619,730,501,583
1515,296,357,429,747,604,721,493,578
